decade,year,channel,video_id,title,start_seconds,end_seconds
1990s,1998,Commercials,WEOdk4h7Fho,Commercials (1998),0,0
1990s,1998,Trailers,uN2j2j0cNEw,Trailers (1998),0,0
1990s,1998,Music,q3qDESAvzh0,Music (1998),0,0
1990s,1998,Commercials,24kyTuao_68,Commercials (1998),0,0
1990s,1998,Trailers,6_0zGTB1BgA,Trailers (1998),0,0
1990s,1998,Cartoons,-ZN50Qw9oU8,Cartoons (1998),0,0
1990s,1998,Sports,i3UOQCimUY0,Sports (1998),0,0
1990s,1998,Trailers,gE_ZnVeS2q8,Trailers (1998),0,0
1990s,1998,Cartoons,oKStEvQ8Nec,Cartoons (1998),0,0
1990s,1998,Sports,Fv0fgrUvU5g,Sports (1998),0,0
1990s,1998,Commercials,_ylTf1ewivU,Commercials (1998),0,0
1990s,1998,Cartoons,JO4tgq4o1_I,Cartoons (1998),0,0
1990s,1998,Trailers,tdM2Zg4uK28,Trailers (1998),0,0
1990s,1998,Commercials,6AOp_lwx7aU,Commercials (1998),0,0
1990s,1998,Sports,HefqFyeovFo,Sports (1998),0,0
1990s,1998,Commercials,1zTCwHzyQ2c,Commercials (1998),0,0
1990s,1998,Commercials,wKdpf0SVJtU,Commercials (1998),0,0
1990s,1998,Music,zYRu1E_f6hE,Music (1998),0,0
1990s,1998,Commercials,IqPMjbcpZVs,Commercials (1998),0,0
1990s,1998,Music,nKZmCiTs778,Music (1998),0,0
1990s,1998,Sports,tjdQr6s7kwk,Sports (1998),0,0
1990s,1998,Trailers,rsGr2_8jez0,Trailers (1998),0,0
1990s,1998,Trailers,YaXHLgWpfFI,Trailers (1998),0,0
1990s,1998,Commercials,98cBZzHjx-I,Commercials (1998),0,0
1990s,1998,Kids,7mKxFJ0IXRU,Kids (1998),0,0
1990s,1998,Trailers,OvTnyhc1X4k,Trailers (1998),0,0
1990s,1998,Sports,RKMXFmhK9k8,Sports (1998),0,0
1990s,1998,Sports,51u69L45FVs,Sports (1998),0,0
1990s,1998,Trailers,uaViOCj2ZpU,Trailers (1998),0,0
1990s,1998,Music,hKNC-iBSUBs,Music (1998),0,0
1990s,1998,Sports,Y0D4JYB0Jb4,Sports (1998),0,0
1990s,1998,Commercials,q223iQsMmBE,Commercials (1998),0,0
1990s,1998,Trailers,-SbgiWr48vY,Trailers (1998),0,0
1990s,1998,Commercials,1EASBHbHnrY,Commercials (1998),0,0
1990s,1998,Trailers,kckwWdvo4kQ,Trailers (1998),0,0
1990s,1998,Music,9uWwvQKGjLI,Music (1998),0,0
1990s,1998,Trailers,41rnGfMsF6w,Trailers (1998),0,0
1990s,1998,Kids,ZLeWBILypEM,Kids (1998),0,0
1990s,1998,Trailers,exhVA7nKcf8,Trailers (1998),0,0
1990s,1998,Sports,BEolu258pE4,Sports (1998),0,0
1990s,1998,Trailers,A07rsLl4vAI,Trailers (1998),0,0
1990s,1998,Cartoons,aTPyv38h3Yg,Cartoons (1998),0,0
1990s,1998,Sports,yItc2ogNM6Q,Sports (1998),0,0
1990s,1998,Music,dfN1UHjrzNg,Music (1998),0,0
1990s,1998,Commercials,zHPb_9iv728,Commercials (1998),0,0
1990s,1998,Kids,EGLolliUW3Q,Kids (1998),0,0
1990s,1998,Commercials,Qn3zpZwQY-I,Commercials (1998),0,0
1990s,1998,Trailers,93zySyFvk-M,Trailers (1998),0,0
1990s,1998,Music,puHKaxpD4MY,Music (1998),0,0
1990s,1998,Sports,Qg1YOvdc4vQ,Sports (1998),0,0
1990s,1998,Sports,swps4XW_U5c,Sports (1998),0,0
1990s,1998,Commercials,NBvllc7dIcA,Commercials (1998),0,0
1990s,1998,Trailers,jKoFtZx7ZBU,Trailers (1998),0,0
1990s,1998,Sports,B-D4GPQIyTQ,Sports (1998),0,0
1990s,1998,Kids,duSshyjP3jU,Kids (1998),0,0
1990s,1998,Sports,8F1X9KX37V8,Sports (1998),0,0
1990s,1998,Commercials,lDCq5sklG7A,Commercials (1998),0,0
1990s,1998,Music,dkzIlmm2KP8,Music (1998),0,0
1990s,1998,Cartoons,F8h6IMEioKw,Cartoons (1998),0,0
1990s,1998,Music,4i9fttLLfWU,Music (1998),0,0
1990s,1998,Commercials,PM9FQwWRzBQ,Commercials (1998),0,0
1990s,1998,Music,iBHnMsSdDcc,Music (1998),0,0
1990s,1998,Commercials,aNkHW6Ug9cs,Commercials (1998),0,0
1990s,1998,Commercials,uTODufck1Aw,Commercials (1998),0,0
1990s,1998,Kids,_CLsyFiqbDg,Kids (1998),0,0
1990s,1998,Cartoons,PE7N9pc6wrk,Cartoons (1998),0,0
1990s,1998,Commercials,K-Yfz2I9S2E,Commercials (1998),0,0
1990s,1998,Comedy,GQf9WpB8x9o,Comedy (1998),0,0
1990s,1998,Kids,3ruHbjXKiv4,Kids (1998),0,0
1990s,1998,Cartoons,pp7O1-UIx_Q,Cartoons (1998),0,0
1990s,1998,Trailers,tfSspHi4Dh0,Trailers (1998),0,0
1990s,1998,Commercials,hnFCRDbuefY,Commercials (1998),0,0
1990s,1998,Kids,Zd24sANzAKA,Kids (1998),0,0
1990s,1998,Trailers,oTnQRZw9-sg,Trailers (1998),0,0
1990s,1998,Music,MXWiHndgzmw,Music (1998),0,0
1990s,1998,Cartoons,VUBX9MQO0Lo,Cartoons (1998),0,0
1990s,1998,Comedy,6Dgx-E677uU,Comedy (1998),0,0
1990s,1998,Trailers,m7V5GXgjtWw,Trailers (1998),0,0
1990s,1998,Commercials,nAJ-HmP29GQ,Commercials (1998),0,0
1990s,1998,Commercials,rXf9yXqugYc,Commercials (1998),0,0
1990s,1998,Trailers,T3IvqQdh6K0,Trailers (1998),0,0
1990s,1998,Commercials,Vgcff4Z8kPw,Commercials (1998),0,0
1990s,1998,Sports,A70_SyVDK20,Sports (1998),0,0
1990s,1998,Commercials,HNb8qQllhD8,Commercials (1998),0,0
1990s,1998,Commercials,WtwiCv_S198,Commercials (1998),0,0
1990s,1998,Sports,wQiWlUKUn-8,Sports (1998),0,0
1990s,1998,Comedy,mFs2SD39erY,Comedy (1998),0,0
1990s,1998,Sports,HnWI3DGpLxo,Sports (1998),0,0
1990s,1998,Sports,qxcuN92WLhQ,Sports (1998),0,0
1990s,1998,Commercials,9P8P7hzf3pU,Commercials (1998),0,0
1990s,1998,Sports,d1PZXd0v8Fo,Sports (1998),0,0
1990s,1998,Sports,9dMr2syA5_g,Sports (1998),0,0
1990s,1998,Trailers,EkJq5RPu-EY,Trailers (1998),0,0
1990s,1998,Commercials,S8GRz1Hs_Ug,Commercials (1998),0,0
1990s,1998,Music,PQJIXRELUPc,Music (1998),0,0
1990s,1998,Trailers,QjKdLCKWE5o,Trailers (1998),0,0
1990s,1998,Music,Ievnd-lP5pY,Music (1998),0,0
1990s,1998,Sports,Nrr97NQqs5s,Sports (1998),0,0
1990s,1998,Trailers,NpqoSifbhas,Trailers (1998),0,0
1990s,1998,Trailers,30gckr4UbYY,Trailers (1998),0,0
1990s,1998,Commercials,rJco7WRxgAE,Commercials (1998),0,0
1990s,1998,Commercials,asWDcX7Sboo,Commercials (1998),0,0
1990s,1998,Commercials,I_CzUeWj0_o,Commercials (1998),0,0
1990s,1998,Trailers,safEqqxMqgY,Trailers (1998),0,0
1990s,1998,Music,A4LcwjNH7m0,Music (1998),0,0
1990s,1998,Commercials,MvoDhf3ZwyY,Commercials (1998),0,0
1990s,1998,Trailers,uvOC_6Wt4ow,Trailers (1998),0,0
1990s,1998,Cartoons,VNZugLRYFV4,Cartoons (1998),0,0
1990s,1998,Sports,eGG6T8mlhFE,Sports (1998),0,0
1990s,1998,Sports,TBnBmbcPDFA,Sports (1998),0,0
1990s,1998,Sports,gUnPSoixACk,Sports (1998),0,0
1990s,1998,Sports,0VuPPEyb1do,Sports (1998),0,0
1990s,1998,Cartoons,lTbErg6fFn8,Cartoons (1998),0,0
1990s,1998,Trailers,ShK3EI9zyj4,Trailers (1998),0,0
1990s,1998,Commercials,t5h2zq82YYY,Commercials (1998),0,0
1990s,1998,Trailers,FYcecRYpe_4,Trailers (1998),0,0
1990s,1998,Commercials,_drfSnJfndQ,Commercials (1998),0,0
1990s,1998,Commercials,Oxe1a3I9VK0,Commercials (1998),0,0
1990s,1998,Trailers,5KBO8R5lQmo,Trailers (1998),0,0
1990s,1998,Trailers,HzJqYyR4CCA,Trailers (1998),0,0
1990s,1998,Cartoons,maCPpLRw5NE,Cartoons (1998),0,0
1990s,1998,Music,UyuhEFm4QMQ,Music (1998),0,0
1990s,1998,Commercials,LpzAmupnZJM,Commercials (1998),0,0
1990s,1998,Trailers,yZOE2EFiSk4,Trailers (1998),0,0
1990s,1998,Commercials,aiV7EPMS5l8,Commercials (1998),0,0
1990s,1998,Sports,2WzVGLZBIT8,Sports (1998),0,0
1990s,1998,Cartoons,wlK6HLTFAu0,Cartoons (1998),0,0
1990s,1998,Commercials,QzHigHN2bSA,Commercials (1998),0,0
1990s,1998,Trailers,xDwDHFWE4kM,Trailers (1998),0,0
1990s,1998,Commercials,Mz2Kh_xUjOk,Commercials (1998),0,0
1990s,1998,Sports,cpb8vxUwfJA,Sports (1998),0,0
1990s,1998,Music,oIXGa4AlUTE,Music (1998),0,0
1990s,1998,Trailers,kPJd1frXDow,Trailers (1998),0,0
1990s,1998,Cartoons,1pAtMvKHf6w,Cartoons (1998),0,0
1990s,1998,Commercials,2tbyO_dar0w,Commercials (1998),0,0
1990s,1998,Trailers,ecJKg1pgtfk,Trailers (1998),0,0
1990s,1998,Commercials,gYY_Nsj2vFI,Commercials (1998),0,0
1990s,1998,Kids,mfkHUUTQzpQ,Kids (1998),0,0
1990s,1998,Commercials,mJ3hZGs8bJw,Commercials (1998),0,0
1990s,1998,Sports,bsr6ZkXE_wA,Sports (1998),0,0
1990s,1998,Trailers,UhmRUBGhwoo,Trailers (1998),0,0
1990s,1998,Commercials,HTrZ2p7BaVI,Commercials (1998),0,0
1990s,1998,Commercials,wy8dL27v6B0,Commercials (1998),0,0
1990s,1998,Commercials,_ruktkYiAaA,Commercials (1998),0,0
1990s,1998,Commercials,Q_VzHamdSVo,Commercials (1998),0,0
1990s,1998,Trailers,TUKhANo1ZE8,Trailers (1998),0,0
1990s,1998,Trailers,q3cqhBbD8pA,Trailers (1998),0,0
1990s,1998,Commercials,XUByW_UB7kI,Commercials (1998),0,0
1990s,1998,Commercials,o3VyhAladq4,Commercials (1998),0,0
1990s,1998,Commercials,ioW5linJdhE,Commercials (1998),0,0
1990s,1998,Commercials,X8PYrsYC0GY,Commercials (1998),0,0
1990s,1998,Trailers,CNXB2rF8dy4,Trailers (1998),0,0
1990s,1998,Commercials,XKcbT15vd4U,Commercials (1998),0,0
1990s,1998,Kids,zBEBERJ07Vo,Kids (1998),0,0
1990s,1998,Kids,ktvobkffALc,Kids (1998),0,0
1990s,1998,Trailers,7gDvtqaMXs0,Trailers (1998),0,0
1990s,1998,Commercials,JxIIZ9Q3fT8,Commercials (1998),0,0
1990s,1998,Cartoons,mDGVc3Sc_H4,Cartoons (1998),0,0
1990s,1998,Commercials,QvgzgN6aGh8,Commercials (1998),0,0
1990s,1998,Trailers,mgKuW4to5y0,Trailers (1998),0,0
1990s,1998,Trailers,_shXM-868Q8,Trailers (1998),0,0
1990s,1998,Commercials,S7P22ACEuv0,Commercials (1998),0,0
1990s,1998,Cartoons,t533mm2byeo,Cartoons (1998),0,0
1990s,1998,Commercials,gt2j9XcKt0g,Commercials (1998),0,0
1990s,1998,Trailers,cnFqcbf5_8o,Trailers (1998),0,0
1990s,1998,Commercials,tGeEBJWs92o,Commercials (1998),0,0
1990s,1998,Trailers,5oFkNpCiwd8,Trailers (1998),0,0
1990s,1998,Music,ThlhSnRk21E,Music (1998),0,0
1990s,1998,Commercials,ekI15-wvcoY,Commercials (1998),0,0
1990s,1998,Commercials,mynJZct5t6o,Commercials (1998),0,0
1990s,1998,Sports,n2iob5HhjwE,Sports (1998),0,0
1990s,1998,Commercials,RhZvpR6l-dU,Commercials (1998),0,0
1990s,1998,Music,-cXMnZ2vrx8,Music (1998),0,0
1990s,1998,Comedy,vj2fqNKwFkE,Comedy (1998),0,0
1990s,1998,Music,dgtLUzf0W0Y,Music (1998),0,0
1990s,1998,Comedy,7t_6Ox6u328,Comedy (1998),0,0
1990s,1998,Trailers,G72qc_mWLFc,Trailers (1998),0,0
1990s,1998,Sports,6ghLq0_AZnY,Sports (1998),0,0
1990s,1998,Cartoons,Zgxt1JhOd6s,Cartoons (1998),0,0
1990s,1998,Sports,QTRm8nYCTic,Sports (1998),0,0
1990s,1998,Trailers,zWRcX7rLGV0,Trailers (1998),0,0
1990s,1998,Kids,C37K4Fc7XOo,Kids (1998),0,0
1990s,1998,Commercials,trbroz7YITk,Commercials (1998),0,0
1990s,1998,Commercials,y_zUB15WesI,Commercials (1998),0,0
1990s,1998,Commercials,eDHRL6F7au0,Commercials (1998),0,0
1990s,1998,Commercials,1o3xhUVRj1A,Commercials (1998),0,0
1990s,1998,Cartoons,hR7cnKwIqlk,Cartoons (1998),0,0
1990s,1998,Commercials,-L6ZO3G7yTI,Commercials (1998),0,0
1990s,1998,Commercials,PlJoxhCop1w,Commercials (1998),0,0
1990s,1998,Cartoons,BNV2RAa1AmM,Cartoons (1998),0,0
1990s,1998,Comedy,Y3_Gz0NC-ZQ,Comedy (1998),0,0
1990s,1998,Cartoons,20sSY3jb0oE,Cartoons (1998),0,0
1990s,1998,Kids,B2epQ5lOLn8,Kids (1998),0,0
1990s,1998,Cartoons,KFpeeiiElXg,Cartoons (1998),0,0
1990s,1998,Music,KVT-29Is8Mo,Music (1998),0,0
1990s,1998,Cartoons,02GWAG4q_Y8,Cartoons (1998),0,0
1990s,1998,Commercials,DN454LpzOHM,Commercials (1998),0,0
1990s,1998,Music,Pt4uynhthk4,Music (1998),0,0
1990s,1998,Comedy,nvi3f7ht6no,Comedy (1998),0,0
1990s,1998,Gameshows,7t5R2dN7afc,Gameshows (1998),0,0
1990s,1998,Cartoons,8c7rUhNPwXo,Cartoons (1998),0,0
1990s,1998,Music,kHQcdj5stHk,Music (1998),0,0
1990s,1998,Sports,WZdXlfUVquE,Sports (1998),0,0
1990s,1998,Sports,T1wpKS_rwpE,Sports (1998),0,0
1990s,1998,Music,SIiTKfloJMo,Music (1998),0,0
1990s,1998,Commercials,DKu771SLczM,Commercials (1998),0,0
1990s,1998,Music,QHcBy38mtRc,Music (1998),0,0
1990s,1998,Trailers,Cv9DilMJZVQ,Trailers (1998),0,0
1990s,1998,Trailers,2uHbWmfEEhQ,Trailers (1998),0,0
1990s,1998,Kids,yYvQaZSxP4A,Kids (1998),0,0
1990s,1998,Commercials,icjuK9NA9D0,Commercials (1998),0,0
1990s,1998,Sports,aXSA65Pz4bQ,Sports (1998),0,0
1990s,1998,Sports,p8TGMIl5GNs,Sports (1998),0,0
1990s,1998,Commercials,em-2eufJny4,Commercials (1998),0,0
1990s,1998,Trailers,fXj0vaH-S6w,Trailers (1998),0,0
1990s,1998,Commercials,S7iPgR0Sock,Commercials (1998),0,0
1990s,1998,Music,lmdlpfIv1JE,Music (1998),0,0
1990s,1998,Commercials,NDaHBMs3XGk,Commercials (1998),0,0
1990s,1998,Sports,O68L2pNHGc8,Sports (1998),0,0
1990s,1998,Music,NYEMskcDRKY,Music (1998),0,0
1990s,1998,Sports,c95V01Q2GFg,Sports (1998),0,0
1990s,1998,Commercials,9je3IdmPI14,Commercials (1998),0,0
1990s,1998,Cartoons,O2u6oMPnueo,Cartoons (1998),0,0
1990s,1998,Commercials,8m-YyQ2b-VQ,Commercials (1998),0,0
1990s,1998,Commercials,QbADy8zXjpU,Commercials (1998),0,0
1990s,1998,Trailers,XveVnGek_z4,Trailers (1998),0,0
1990s,1998,Commercials,BWN-EmNlhsg,Commercials (1998),0,0
1990s,1998,Cartoons,K7Wn5NeEndo,Cartoons (1998),0,0
1990s,1998,Commercials,cwVfoqje27Y,Commercials (1998),0,0
1990s,1998,Commercials,naZELfD7QgU,Commercials (1998),0,0
1990s,1998,Trailers,FKdfls0GKTk,Trailers (1998),0,0
1990s,1998,Sports,AiGeH2JhEN8,Sports (1998),0,0
1990s,1998,Gameshows,xXIyIB9PQWc,Gameshows (1998),0,0
1990s,1998,Kids,DmIeQuZYDLA,Kids (1998),0,0
1990s,1998,Commercials,dwGdg7gMLUg,Commercials (1998),0,0
1990s,1998,Kids,rO5n7u0VTMI,Kids (1998),0,0
1990s,1998,Cartoons,OxkgtAeGcQc,Cartoons (1998),0,0
1990s,1998,Comedy,DbvoI_XQ4bE,Comedy (1998),0,0
1990s,1998,Commercials,P0cAtt9hSe8,Commercials (1998),0,0
1990s,1998,Trailers,8iBCUkXh-5g,Trailers (1998),0,0
1990s,1998,Trailers,BTo_cM5knd4,Trailers (1998),0,0
1990s,1998,Commercials,G73wrU_KOGs,Commercials (1998),0,0
1990s,1998,Music,ImynIRpbQLE,Music (1998),0,0
1990s,1998,Music,ra9TYFbycfc,Music (1998),0,0
1990s,1998,Cartoons,bU82ydTx0B4,Cartoons (1998),0,0
1990s,1998,Commercials,EZrDiBWQzPk,Commercials (1998),0,0
1990s,1998,Commercials,9QYBt7Gs6oY,Commercials (1998),0,0
1990s,1998,Sports,LRZVnhHp_8o,Sports (1998),0,0
1990s,1998,Sports,e_WrCNY5Fs8,Sports (1998),0,0
1990s,1998,Commercials,YNhM7daXu0o,Commercials (1998),0,0
1990s,1998,Trailers,ymDkbQyGYww,Trailers (1998),0,0
1990s,1998,Cartoons,qEop-b2y1c0,Cartoons (1998),0,0
1990s,1998,Commercials,Kp7g8WypbVw,Commercials (1998),0,0
1990s,1998,Trailers,RLHASWPsX-Y,Trailers (1998),0,0
1990s,1998,Kids,ZxX3elkQGrI,Kids (1998),0,0
1990s,1998,Commercials,aMH06hOTlbU,Commercials (1998),0,0
1990s,1998,Commercials,LsN5Y5izZiw,Commercials (1998),0,0
1990s,1998,Trailers,DfLLwP6AY6A,Trailers (1998),0,0
1990s,1998,Kids,g4r6PqEgfNY,Kids (1998),0,0
1990s,1998,Commercials,HKdd-eALobg,Commercials (1998),0,0
1990s,1998,Commercials,q2kBH-WP9AQ,Commercials (1998),0,0
1990s,1998,Commercials,WTkpaiaeqYI,Commercials (1998),0,0
1990s,1998,Kids,o1QfzLBwQJY,Kids (1998),0,0
1990s,1998,Trailers,BFiwnjDGtmg,Trailers (1998),0,0
1990s,1998,Trailers,aLbqhcmYzaE,Trailers (1998),0,0
1990s,1998,Sports,ES9UI860pyc,Sports (1998),0,0
1990s,1998,Trailers,_tidIOTpLyo,Trailers (1998),0,0
1990s,1998,Commercials,xm4tQlWuCDQ,Commercials (1998),0,0
1990s,1998,Sports,ril5nHwwK0U,Sports (1998),0,0
1990s,1998,Kids,L2K8MmpJzHI,Kids (1998),0,0
1990s,1998,Trailers,sTzRQSx9VLU,Trailers (1998),0,0
1990s,1998,Commercials,4BskJCEK7-o,Commercials (1998),0,0
1990s,1998,Gameshows,qYkjGfoXtIQ,Gameshows (1998),0,0
1990s,1998,Trailers,IAlAW0059dI,Trailers (1998),0,0
1990s,1998,Trailers,5Gl1FD5jTPw,Trailers (1998),0,0
1990s,1998,Trailers,Vsmt4B35hsM,Trailers (1998),0,0
1990s,1998,Kids,pEszAV3Myt4,Kids (1998),0,0
1990s,1998,Music,wxveReBwQ9w,Music (1998),0,0
1990s,1998,Commercials,WTexifO3oPM,Commercials (1998),0,0
1990s,1998,Trailers,Jdf7UfVqor8,Trailers (1998),0,0
1990s,1998,Commercials,huQdEAWGLtg,Commercials (1998),0,0
1990s,1998,Sports,R1x8iWSKcvM,Sports (1998),0,0
1990s,1998,Commercials,qTA0FOB2di0,Commercials (1998),0,0
1990s,1998,Sports,gf9K5EnJsDg,Sports (1998),0,0
1990s,1998,Cartoons,h-THHyCzOzE,Cartoons (1998),0,0
1990s,1998,Commercials,SsitE3ZoWbc,Commercials (1998),0,0
1990s,1998,Sports,k0JSaGppucs,Sports (1998),0,0
1990s,1998,Sports,5vKpZuWPGgo,Sports (1998),0,0
1990s,1998,Commercials,3K5HxST1hS8,Commercials (1998),0,0
1990s,1998,Commercials,9RrsqKeDXAk,Commercials (1998),0,0
1990s,1998,Commercials,HqMw8tr4XWA,Commercials (1998),0,0
1990s,1998,Sports,dYp-UxpOsBw,Sports (1998),0,0
1990s,1998,Music,Yj3t0hDtfrc,Music (1998),0,0
1990s,1998,Sports,_ot26dR54U0,Sports (1998),0,0
1990s,1998,Commercials,x_v3AvLEf8k,Commercials (1998),0,0
1990s,1998,Music,Nu7yxlZRb7U,Music (1998),0,0
1990s,1998,Music,Dz4aeYPl-0Q,Music (1998),0,0
1990s,1998,Cartoons,WveY9O5BXAQ,Cartoons (1998),0,0
1990s,1998,Trailers,o0HjGcBs_p4,Trailers (1998),0,0
1990s,1998,Commercials,z8WL_p4ptL4,Commercials (1998),0,0
1990s,1998,Cartoons,D7WPeUpcBlg,Cartoons (1998),0,0
1990s,1998,Trailers,SLWlrwteyms,Trailers (1998),0,0
1990s,1998,Trailers,6EugG5ayMfs,Trailers (1998),0,0
1990s,1998,Commercials,O8-5uAsAhss,Commercials (1998),0,0
1990s,1998,Trailers,aqavWqXb0L4,Trailers (1998),0,0
1990s,1998,Music,bhiZ9p8HslM,Music (1998),0,0
1990s,1998,Commercials,x2pPdGImLXw,Commercials (1998),0,0
1990s,1998,Music,mr4fZ39UCVI,Music (1998),0,0
1990s,1998,Cartoons,6aU38QzOswc,Cartoons (1998),0,0
1990s,1998,Commercials,QYYI-l2NEM4,Commercials (1998),0,0
1990s,1998,Commercials,_sY6uOBszhc,Commercials (1998),0,0
1990s,1998,Comedy,1GG49ehEiRI,Comedy (1998),0,0
1990s,1998,Music,n3Guul7A3Nk,Music (1998),0,0
1990s,1998,Kids,Gd95jQqvpzA,Kids (1998),0,0
1990s,1998,Trailers,lp2LMci6_W0,Trailers (1998),0,0
1990s,1998,Commercials,QLuEllFXUKg,Commercials (1998),0,0
1990s,1998,Trailers,rjj7vMDoAlU,Trailers (1998),0,0
1990s,1998,Commercials,0TIaSF_AXuY,Commercials (1998),0,0
1990s,1998,Trailers,hSEUPIiw1To,Trailers (1998),0,0
1990s,1998,Comedy,N23k8k0gL5o,Comedy (1998),0,0
1990s,1998,Trailers,agAscw12qso,Trailers (1998),0,0
1990s,1998,Trailers,eGr5r_xO5U4,Trailers (1998),0,0
1990s,1998,Commercials,XAPXm-wJyBE,Commercials (1998),0,0
1990s,1998,Cartoons,lyy4D5wCAWI,Cartoons (1998),0,0
1990s,1998,Commercials,vixb29KCoXQ,Commercials (1998),0,0
1990s,1998,Commercials,JbYVmFx8vy4,Commercials (1998),0,0
1990s,1998,Sports,1pOMbOUdGB4,Sports (1998),0,0
1990s,1998,Movies,Ox2XVdOj7O4,Movies (1998),0,0
1990s,1998,Commercials,grm-mIqyvOA,Commercials (1998),0,0
1990s,1998,Kids,qDnM2ND_le8,Kids (1998),0,0
1990s,1998,Music,fJu0IV_yFXg,Music (1998),0,0
1990s,1998,Trailers,9L7EfV0uTyk,Trailers (1998),0,0
1990s,1998,Commercials,JAMIwbu8EgE,Commercials (1998),0,0
1990s,1998,Movies,g0_kk-1GqzA,Movies (1998),0,0
1990s,1998,Comedy,jEjqtkp8hzU,Comedy (1998),0,0
1990s,1998,Commercials,R8smL3ZEcG4,Commercials (1998),0,0
1990s,1998,Commercials,nwr2nDWCCNs,Commercials (1998),0,0
1990s,1998,Kids,z4iYCC_c2XE,Kids (1998),0,0
1990s,1998,Sports,begjKAYUhkc,Sports (1998),0,0
1990s,1998,Trailers,8N1_VQWfHHU,Trailers (1998),0,0
1990s,1998,Sports,yzWf8uow-LI,Sports (1998),0,0
1990s,1998,Trailers,Q1bQhWgeN1Y,Trailers (1998),0,0
1990s,1998,Commercials,wCZ6YTIwbHQ,Commercials (1998),0,0
1990s,1998,Music,bZHLW40HvLw,Music (1998),0,0
1990s,1998,Music,GS2Zd_QRN-M,Music (1998),0,0
1990s,1998,Commercials,dUFFKd0EGs4,Commercials (1998),0,0
1990s,1998,Comedy,RZKWvht0mCc,Comedy (1998),0,0
1990s,1998,Commercials,gANeL4JjdSU,Commercials (1998),0,0
1990s,1998,Commercials,V_yqskWYCJ8,Commercials (1998),0,0
1990s,1998,Commercials,6QCvfQ40r9s,Commercials (1998),0,0
1990s,1998,Music,fwJazZIWNgg,Music (1998),0,0
1990s,1998,Commercials,HRc1d9po3DA,Commercials (1998),0,0
1990s,1998,Trailers,8c1DGpiPTJI,Trailers (1998),0,0
1990s,1998,Trailers,wHg_mVuc5y4,Trailers (1998),0,0
1990s,1998,Commercials,5Xwr_rtA5p8,Commercials (1998),0,0
1990s,1998,Music,Lem5xlzl4Fc,Music (1998),0,0
1990s,1998,Trailers,RCs6xtLsqSk,Trailers (1998),0,0
1990s,1998,Commercials,r-CP2Iu0TOY,Commercials (1998),0,0
1990s,1998,Cartoons,6gVpJtFovX0,Cartoons (1998),0,0
1990s,1998,Trailers,x078c7CgqLY,Trailers (1998),0,0
1990s,1998,Movies,UI-RFRykjTk,Movies (1998),0,0
1990s,1998,Cartoons,L9RuIxEpNqs,Cartoons (1998),0,0
1990s,1998,Cartoons,GkcUfhpC3Nc,Cartoons (1998),0,0
1990s,1998,Cartoons,s2brfiJvtUU,Cartoons (1998),0,0
1990s,1998,Commercials,CsJdYb8uop0,Commercials (1998),0,0
1990s,1998,Trailers,svKDPSr_lRU,Trailers (1998),0,0
1990s,1998,Kids,y6k1dJFUK88,Kids (1998),0,0
1990s,1998,Trailers,ITmgLjLtgKU,Trailers (1998),0,0
1990s,1998,Trailers,olhnD04Vrhs,Trailers (1998),0,0
1990s,1998,Sports,x8juo4cwnfc,Sports (1998),0,0
1990s,1998,Trailers,NkZM2oWcleM,Trailers (1998),0,0
1990s,1998,Commercials,k2m6E3byF64,Commercials (1998),0,0
1990s,1998,Commercials,cvpvVyblYKE,Commercials (1998),0,0
1990s,1998,Comedy,fa5LdK4S8Gk,Comedy (1998),0,0
1990s,1998,Commercials,OHPOsryTAP8,Commercials (1998),0,0
1990s,1998,Trailers,3B2bVm5eW2Y,Trailers (1998),0,0
1990s,1998,Sports,WGMWfGGY8u0,Sports (1998),0,0
1990s,1998,Trailers,K2ombeEg0VA,Trailers (1998),0,0
1990s,1998,Kids,1rTslyNTM5c,Kids (1998),0,0
1990s,1998,Sports,T2WoGEji1XA,Sports (1998),0,0
1990s,1998,Cartoons,-4JKBkGh6KM,Cartoons (1998),0,0
1990s,1998,Commercials,4rkfmewZSAU,Commercials (1998),0,0
1990s,1998,Movies,I4SD6q3UpVU,Movies (1998),0,0
1990s,1998,Sports,O4qBbS_suPs,Sports (1998),0,0
1990s,1998,Commercials,h_wDicumt3I,Commercials (1998),0,0
1990s,1998,Movies,ir0FAa8P2MU,Movies (1998),0,0
1990s,1998,Kids,i9skHr5oE3c,Kids (1998),0,0
1990s,1998,Commercials,PbVuGGlJyLs,Commercials (1998),0,0
1990s,1998,Sports,7Ah0vroOohY,Sports (1998),0,0
1990s,1998,Music,l8F9F_OO1ms,Music (1998),0,0
1990s,1998,Commercials,FTTtqDTc7aU,Commercials (1998),0,0
1990s,1998,Commercials,UD58FNoXWZM,Commercials (1998),0,0
1990s,1998,Commercials,FlewvKlf8JA,Commercials (1998),0,0
1990s,1998,Commercials,P9EKIwbt4eQ,Commercials (1998),0,0
1990s,1998,Sports,V3DKfN55FQI,Sports (1998),0,0
1990s,1998,Trailers,Lodj3ZT4tOU,Trailers (1998),0,0
1990s,1998,Music,gHORkebgOO8,Music (1998),0,0
1990s,1998,Commercials,sYxxpItGN7E,Commercials (1998),0,0
1990s,1998,Trailers,bcFhMVDq41k,Trailers (1998),0,0
1990s,1998,Kids,JYyiMW_6inc,Kids (1998),0,0
